sentence,pattern,cmi,num_switches,language_tags
"sach mein , this exam needs to be confirm aaj",tag_switching,0.300,2,HI HI EN EN EN EN EN EN EN HI
proposal Friday evening ko 4 PM par hai,numerical_entity,0.375,3,EN EN EN HI EN EN HI HI
Kal 11 AM baje call hai,numerical_entity,0.500,4,HI EN EN HI EN HI
Mera course abhi hai,hindi_matrix_english_np,0.250,2,HI EN HI HI
Is internship ke liye bilkul taiyar nahi hoon,hindi_matrix_english_np,0.125,2,HI EN HI HI HI HI HI HI
Isko check karna hai agli baar,hindi_matrix_english_verb,0.167,2,HI EN HI HI HI HI
Jaldi se follow kar do,hindi_matrix_english_verb,0.200,2,HI HI EN HI HI
"sun na , I think the status update is complicated",tag_switching,0.200,1,HI HI EN EN EN EN EN EN EN EN
Mera update kaam nahi kar raha,hindi_matrix_english_np,0.167,2,HI EN HI HI HI HI
Yeh search karna itna mushkil nahi hai,hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
main khud discuss kar lunga,hindi_matrix_english_verb,0.200,2,HI HI EN HI HI
Yeh discuss karna zaroori hai,hindi_matrix_english_verb,0.200,2,HI EN HI HI HI
Yeh search karna itna mushkil nahi hai,hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
main khud unfollow kar lunga,hindi_matrix_english_verb,0.200,2,HI HI EN HI HI
this Sunday ko 2:30 PM se 3 PM wala slot available hai,numerical_entity,0.500,5,EN EN HI EN EN HI EN EN HI HI HI HI
"The gym was complicated , bata na",tag_switching,0.286,1,EN EN EN EN EN HI HI
"dekho , I think the review is helpful",tag_switching,0.125,1,HI EN EN EN EN EN EN EN
"waise , I think the review is quick",tag_switching,0.125,1,HI EN EN EN EN EN EN EN
Aaj ka Instagram wala meeting parso shift ho gaya,numerical_entity,0.222,4,HI HI EN HI EN HI HI HI HI
Mera internship baad mein hai,hindi_matrix_english_np,0.200,2,HI EN HI HI HI
main pehle charge karke aata hoon,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
"bata na , the selfie is serious",tag_switching,0.286,1,HI HI EN EN EN EN EN
"Usne save kar diya, ab kya karein",hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
"bata na , this bug needs to be cancel abhi",tag_switching,0.300,2,HI HI EN EN EN EN EN EN EN HI
Aaj ka Instagram wala proposal pehle shift ho gaya,numerical_entity,0.222,4,HI HI EN HI EN HI HI HI HI
Isko search karna hai subah subah,hindi_matrix_english_verb,0.167,2,HI EN HI HI HI HI
"arre , main yeh movie finish kar dunga",tag_switching,0.500,2,HI EN EN EN EN HI HI HI
main khud share kar lunga,hindi_matrix_english_verb,0.200,2,HI HI EN HI HI
timeline next Friday ko 10:30 AM par hai,numerical_entity,0.375,3,EN EN EN HI EN EN HI HI
Is Friday ko chhutti hai kya,numerical_entity,0.167,2,HI EN HI HI HI HI
presentation Monday ko 9:30 AM par hai,numerical_entity,0.429,3,EN EN HI EN EN HI HI
"toh , this bug needs to be review abhi",tag_switching,0.222,2,HI EN EN EN EN EN EN EN HI
tum syllabus mein bahut achha hai,hindi_matrix_english_np,0.167,2,HI EN HI HI HI HI
Yeh concert ka kya plan hai,hindi_matrix_english_np,0.167,2,HI EN HI HI HI HI
main yeh subscribe karna chahta hoon,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
"The episode was difficult , waise",tag_switching,0.167,1,EN EN EN EN EN HI
main khud watch kar lunga,hindi_matrix_english_verb,0.200,2,HI HI EN HI HI
"ek kaam karo , this project needs to be share kal",tag_switching,0.364,2,HI HI HI EN EN EN EN EN EN EN HI
"sun na , I think the roadmap is serious",tag_switching,0.222,1,HI HI EN EN EN EN EN EN EN
main khud post kar lunga,hindi_matrix_english_verb,0.200,2,HI HI EN HI HI
main pehle share karke aata hoon,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
"The comment was terrible , acha",tag_switching,0.167,1,EN EN EN EN EN HI
Aaj ka presentation cancel ho gaya,hindi_matrix_english_np,0.167,2,HI HI EN HI HI HI
Instagram pe 2:30 PM par milte hain,numerical_entity,0.429,3,EN HI EN EN HI HI HI
Aaj ka Google Meet wala status update kal shift ho gaya,numerical_entity,0.364,4,HI HI EN EN HI EN EN HI HI HI HI
"haan , the assignment is interesting",tag_switching,0.167,1,HI EN EN EN EN EN
"acha , let's just watch it abhi",tag_switching,0.286,2,HI EN EN EN EN EN HI
Naya charger aa gaya hai,hindi_matrix_english_np,0.200,2,HI EN HI HI HI
hum playlist dekha kya,hindi_matrix_english_np,0.250,2,HI EN HI HI
Kya tum send kar sakte ho,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
yeh Jira wala feedback kal tha,numerical_entity,0.333,4,HI EN HI EN HI HI
follow-up Monday morning ko March 15 ko reschedule ho gaya,numerical_entity,0.500,3,EN EN EN HI EN EN HI HI HI HI
"Usne comment kar diya, ab kya karein",hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
Mera one-on-one abhi bhi pending hai,hindi_matrix_english_np,0.167,2,HI EN HI HI HI HI
"toh , let's just connect it kal",tag_switching,0.286,2,HI EN EN EN EN EN HI
yeh Gmail wala meeting pehle tha,numerical_entity,0.333,4,HI EN HI EN HI HI
meeting Thursday ko 2 PM par hai,numerical_entity,0.429,3,EN EN HI EN EN HI HI
Kal 1 PM baje call hai,numerical_entity,0.500,4,HI EN EN HI EN HI
Yeh search karna itna mushkil nahi hai,hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
"sach mein , let's just approve it pehle",tag_switching,0.375,2,HI HI EN EN EN EN EN HI
"suno , can you handle this aaj ?",tag_switching,0.250,3,HI EN EN EN EN EN HI EN
"arre , can you postpone this pehle ?",tag_switching,0.250,3,HI EN EN EN EN EN HI EN
Aaj ka pull request cancel ho gaya,hindi_matrix_english_np,0.286,2,HI HI EN EN HI HI HI
"theek hai , main yeh dessert finish kar dunga",tag_switching,0.444,2,HI HI EN EN EN EN HI HI HI
"The post was serious , suno",tag_switching,0.167,1,EN EN EN EN EN HI
"matlab , can you delegate this aaj ?",tag_switching,0.250,3,HI EN EN EN EN EN HI EN
main khud postpone kar lunga,hindi_matrix_english_verb,0.200,2,HI HI EN HI HI
main pehle fix karke aata hoon,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
roadmap next Friday ko 4:30 PM par hai,numerical_entity,0.375,3,EN EN EN HI EN EN HI HI
Yeh confirm karna zaroori hai,hindi_matrix_english_verb,0.200,2,HI EN HI HI HI
main Instagram pe 12 PM available hoon,numerical_entity,0.429,4,HI EN HI EN EN HI HI
Yeh subscribe karna zaroori hai,hindi_matrix_english_verb,0.200,2,HI EN HI HI HI
main email pe kaam kar raha hoon,hindi_matrix_english_np,0.143,2,HI EN HI HI HI HI HI
Mera feedback abhi bhi pending hai,hindi_matrix_english_np,0.167,2,HI EN HI HI HI HI
mera bhai degree mein bahut achha hai,hindi_matrix_english_np,0.143,2,HI HI EN HI HI HI HI
"Honestly, main yeh break se thak gaya hoon",tag_switching,0.250,3,EN HI HI EN HI HI HI HI
Please yeh follow mat karo abhi,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
April 1 tak payment kar dena,numerical_entity,0.333,1,EN EN HI HI HI HI
Is class ke liye bilkul taiyar nahi hoon,hindi_matrix_english_np,0.125,2,HI EN HI HI HI HI HI HI
Aaj raat show ka plan kya hai,hindi_matrix_english_np,0.143,2,HI HI EN HI HI HI HI
presentation Saturday ko 25th ko reschedule ho gaya,numerical_entity,0.375,3,EN EN HI EN HI HI HI HI
"matlab , main yeh diet finish kar dunga",tag_switching,0.500,2,HI EN EN EN EN HI HI HI
"The vibe was difficult , sach mein",tag_switching,0.286,1,EN EN EN EN EN HI HI
main Google Meet pe 1 PM available hoon,numerical_entity,0.500,4,HI EN EN HI EN EN HI HI
"dekho , the diet is amazing",tag_switching,0.167,1,HI EN EN EN EN EN
Yeh book karna itna mushkil nahi hai,hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
Kya tum handle kar sakte ho,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
"main watch karta hoon, tum dekho",hindi_matrix_english_verb,0.167,2,HI EN HI HI HI HI
Kal ka team standup aaj hai,hindi_matrix_english_np,0.333,2,HI HI EN EN HI HI
"haan , I think the sprint is urgent",tag_switching,0.125,1,HI EN EN EN EN EN EN EN
Kal 11 AM baje call hai,numerical_entity,0.500,4,HI EN EN HI EN HI
"main search karta hoon, tum dekho",hindi_matrix_english_verb,0.167,2,HI EN HI HI HI HI
main khud fix kar lunga,hindi_matrix_english_verb,0.200,2,HI HI EN HI HI
"Pehle like karo, phir baat karte hain",hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
Jaldi se reset kar do,hindi_matrix_english_verb,0.200,2,HI HI EN HI HI
"haan , this password needs to be cancel kal",tag_switching,0.222,2,HI EN EN EN EN EN EN EN HI
"waise , the report is important",tag_switching,0.167,1,HI EN EN EN EN EN
pull request Sunday ko 2:30 PM par hai,numerical_entity,0.375,3,EN EN EN HI EN EN HI HI
main yeh check karna chahta hoon,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
aap song lena bhool gaya,hindi_matrix_english_np,0.200,2,HI EN HI HI HI
Tuesday ko 4 PM tak submit karna hai,numerical_entity,0.375,3,EN HI EN EN HI HI HI HI
Google Drive pe 4 PM par milte hain,numerical_entity,0.500,3,EN EN HI EN EN HI HI HI
Yeh google karna itna mushkil nahi hai,hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
Mera stream khatam ho gaya,hindi_matrix_english_np,0.200,2,HI EN HI HI HI
10th tak payment kar dena,numerical_entity,0.200,1,EN HI HI HI HI
"haan , I think the presentation is complicated",tag_switching,0.125,1,HI EN EN EN EN EN EN EN
end of month din bacha hai deadline tak,numerical_entity,0.375,1,EN EN EN HI HI HI HI HI
main yeh review karna chahta hoon,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
main yeh review karna chahta hoon,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
Naya charger aa gaya hai,hindi_matrix_english_np,0.200,2,HI EN HI HI HI
end of month tak payment kar dena,numerical_entity,0.429,1,EN EN EN HI HI HI HI
Is server ki wajah se late ho gaya,hindi_matrix_english_np,0.125,2,HI EN HI HI HI HI HI HI
"ek kaam karo , can you order this abhi ?",tag_switching,0.400,3,HI HI HI EN EN EN EN EN HI EN
this Sunday ko 5 PM se 5 PM wala slot available hai,numerical_entity,0.500,5,EN EN HI EN EN HI EN EN HI HI HI HI
"theek hai , can you connect this abhi ?",tag_switching,0.333,3,HI HI EN EN EN EN EN HI EN
Yeh order karna itna mushkil nahi hai,hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
Monday ko 2:30 PM se 12 PM wala slot available hai,numerical_entity,0.455,5,EN HI EN EN HI EN EN HI HI HI HI
"Pehle handle karo, phir baat karte hain",hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
Is password ki wajah se late ho gaya,hindi_matrix_english_np,0.125,2,HI EN HI HI HI HI HI HI
"Aaj 1st tarikh hai, kal deadline hai",numerical_entity,0.143,2,HI EN HI HI HI HI HI
main Slack pe 12 PM available hoon,numerical_entity,0.429,4,HI EN HI EN EN HI HI
main Teams pe 4 PM available hoon,numerical_entity,0.429,4,HI EN HI EN EN HI HI
"arre , let's just delegate it baad mein",tag_switching,0.375,2,HI EN EN EN EN EN HI HI
"dekho , I think the follow-up is helpful",tag_switching,0.125,1,HI EN EN EN EN EN EN EN
Aaj ka Google Drive wala roadmap baad mein shift ho gaya,numerical_entity,0.273,4,HI HI EN EN HI EN HI HI HI HI HI
Mera bug kaam nahi kar raha,hindi_matrix_english_np,0.167,2,HI EN HI HI HI HI
"sun na , main yeh update finish kar dunga",tag_switching,0.444,2,HI HI EN EN EN EN HI HI HI
Monday ko 5 PM se 11 AM wala slot available hai,numerical_entity,0.455,5,EN HI EN EN HI EN EN HI HI HI HI
Is review ki wajah se late ho gaya,hindi_matrix_english_np,0.125,2,HI EN HI HI HI HI HI HI
main pull request baad mein tak bhej dunga,hindi_matrix_english_np,0.250,2,HI EN EN HI HI HI HI HI
"bata na , can you download this abhi ?",tag_switching,0.333,3,HI HI EN EN EN EN EN HI EN
Google Drive pe 10 AM par milte hain,numerical_entity,0.500,3,EN EN HI EN EN HI HI HI
Yeh follow karna zaroori hai,hindi_matrix_english_verb,0.200,2,HI EN HI HI HI
main yeh review karna chahta hoon,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
Yeh scholarship bahut simple lag raha hai,hindi_matrix_english_np,0.286,4,HI EN HI EN HI HI HI
Yeh comment karna itna mushkil nahi hai,hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
mera bhai playlist dekha kya,hindi_matrix_english_np,0.200,2,HI HI EN HI HI
"main subscribe karta hoon, tum dekho",hindi_matrix_english_verb,0.167,2,HI EN HI HI HI HI
main khud discuss kar lunga,hindi_matrix_english_verb,0.200,2,HI HI EN HI HI
Mera wifi kaam nahi kar raha,hindi_matrix_english_np,0.167,2,HI EN HI HI HI HI
"main like karta hoon, tum dekho",hindi_matrix_english_verb,0.167,2,HI EN HI HI HI HI
feedback Friday ko 1st ko reschedule ho gaya,numerical_entity,0.375,3,EN EN HI EN HI HI HI HI
30th tak payment kar dena,numerical_entity,0.200,1,EN HI HI HI HI
main LinkedIn pe 2 PM available hoon,numerical_entity,0.429,4,HI EN HI EN EN HI HI
"main unfollow karta hoon, tum dekho",hindi_matrix_english_verb,0.167,2,HI EN HI HI HI HI
main follow-up pe kaam kar raha hoon,hindi_matrix_english_np,0.143,2,HI EN HI HI HI HI HI
"The group was optional , haan",tag_switching,0.167,1,EN EN EN EN EN HI
Kal ka sprint aaj hai,hindi_matrix_english_np,0.200,2,HI HI EN HI HI
main pehle connect karke aata hoon,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
Isko reset karna hai baad mein,hindi_matrix_english_verb,0.167,2,HI EN HI HI HI HI
Notion pe 12 PM par milte hain,numerical_entity,0.429,3,EN HI EN EN HI HI HI
main khud share kar lunga,hindi_matrix_english_verb,0.200,2,HI HI EN HI HI
Jaldi se manage kar do,hindi_matrix_english_verb,0.200,2,HI HI EN HI HI
next Friday ko 10:30 AM tak submit karna hai,numerical_entity,0.444,3,EN EN HI EN EN HI HI HI HI
Isko upload karna hai pehle,hindi_matrix_english_verb,0.200,2,HI EN HI HI HI
"yaar , I think the one-on-one is easy",tag_switching,0.125,1,HI EN EN EN EN EN EN EN
"sun na , main yeh ticket finish kar dunga",tag_switching,0.444,2,HI HI EN EN EN EN HI HI HI
Is next Monday ko chhutti hai kya,numerical_entity,0.286,2,HI EN EN HI HI HI HI
5th tak payment kar dena,numerical_entity,0.200,1,EN HI HI HI HI
Kal 10 AM baje call hai,numerical_entity,0.500,4,HI EN EN HI EN HI
"yaar , this feature needs to be manage kal",tag_switching,0.222,2,HI EN EN EN EN EN EN EN HI
Notion pe 11 AM par milte hain,numerical_entity,0.429,3,EN HI EN EN HI HI HI
Aaj ka Gmail wala update pehle shift ho gaya,numerical_entity,0.222,4,HI HI EN HI EN HI HI HI HI
main team standup pe kaam kar raha hoon,hindi_matrix_english_np,0.250,2,HI EN EN HI HI HI HI HI
"The dessert was complicated , bata na",tag_switching,0.286,1,EN EN EN EN EN HI HI
Google Meet pe 9:30 AM par milte hain,numerical_entity,0.500,3,EN EN HI EN EN HI HI HI
Tumhara takeaway mujhe mil gaya,hindi_matrix_english_np,0.200,2,HI EN HI HI HI
"sach mein , this degree needs to be discuss parso",tag_switching,0.300,2,HI HI EN EN EN EN EN EN EN HI
"arre , I think the meeting is easy",tag_switching,0.125,1,HI EN EN EN EN EN EN EN
Is this Sunday ko chhutti hai kya,numerical_entity,0.286,2,HI EN EN HI HI HI HI
Is this Sunday ko chhutti hai kya,numerical_entity,0.286,2,HI EN EN HI HI HI HI
Friday ko 10 AM se 2:30 PM wala slot available hai,numerical_entity,0.455,5,EN HI EN EN HI EN EN HI HI HI HI
Next this Sunday ko interview hai,numerical_entity,0.333,3,EN EN EN HI EN HI
yeh Google Drive wala timeline kal tha,numerical_entity,0.429,4,HI EN EN HI EN HI HI
Naya channel aa gaya hai,hindi_matrix_english_np,0.200,2,HI EN HI HI HI
Naya series aa gaya hai,hindi_matrix_english_np,0.200,2,HI EN HI HI HI
Is tuition ki wajah se late ho gaya,hindi_matrix_english_np,0.125,2,HI EN HI HI HI HI HI HI
timeline next Friday ko 1st ko reschedule ho gaya,numerical_entity,0.444,3,EN EN EN HI EN HI HI HI HI
"bata na , let's just post it pehle",tag_switching,0.375,2,HI HI EN EN EN EN EN HI
Aaj raat cafe ka plan kya hai,hindi_matrix_english_np,0.143,2,HI HI EN HI HI HI HI
Monday ko 12 PM se 6 PM wala slot available hai,numerical_entity,0.455,5,EN HI EN EN HI EN EN HI HI HI HI
"Pehle save karo, phir baat karte hain",hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
"acha , main yeh deployment finish kar dunga",tag_switching,0.500,2,HI EN EN EN EN HI HI HI
Naya server aa gaya hai,hindi_matrix_english_np,0.200,2,HI EN HI HI HI
"bata na , I think the budget is long",tag_switching,0.222,1,HI HI EN EN EN EN EN EN EN
Jaldi se upload kar do,hindi_matrix_english_verb,0.200,2,HI HI EN HI HI
Yeh review ka kya plan hai,hindi_matrix_english_np,0.167,2,HI EN HI HI HI HI
"suno , can you stream this pehle ?",tag_switching,0.250,3,HI EN EN EN EN EN HI EN
"Honestly, main yeh meme se thak gaya hoon",tag_switching,0.250,3,EN HI HI EN HI HI HI HI
"bata na , can you like this kal ?",tag_switching,0.333,3,HI HI EN EN EN EN EN HI EN
"haan , I think the pull request is amazing",tag_switching,0.111,1,HI EN EN EN EN EN EN EN EN
"arre , this caption needs to be reschedule baad mein",tag_switching,0.300,2,HI EN EN EN EN EN EN EN HI HI
"Aaj end of month tarikh hai, kal deadline hai",numerical_entity,0.333,2,HI EN EN EN HI HI HI HI HI
Wednesday ko 2:30 PM se 3 PM wala slot available hai,numerical_entity,0.455,5,EN HI EN EN HI EN EN HI HI HI HI
Jaldi se like kar do,hindi_matrix_english_verb,0.200,2,HI HI EN HI HI
"sun na , I think the roadmap is long",tag_switching,0.222,1,HI HI EN EN EN EN EN EN EN
main yeh call karna chahta hoon,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
main feedback pehle tak bhej dunga,hindi_matrix_english_np,0.167,2,HI EN HI HI HI HI
"sun na , this episode needs to be delegate aaj",tag_switching,0.300,2,HI HI EN EN EN EN EN EN EN HI
yeh Zoom wala feedback kal tha,numerical_entity,0.333,4,HI EN HI EN HI HI
Is API mein problem aa rahi hai,hindi_matrix_english_np,0.143,2,HI EN HI HI HI HI HI
follow-up Wednesday ko 25th ko reschedule ho gaya,numerical_entity,0.375,3,EN EN HI EN HI HI HI HI
"Honestly, main yeh pull request se thak gaya hoon",tag_switching,0.333,3,EN HI HI EN EN HI HI HI HI
next Friday ko 4:30 PM tak submit karna hai,numerical_entity,0.444,3,EN EN HI EN EN HI HI HI HI
"theek hai , main yeh problem finish kar dunga",tag_switching,0.444,2,HI HI EN EN EN EN HI HI HI
deadline Thursday ko April 1 ko reschedule ho gaya,numerical_entity,0.444,3,EN EN HI EN EN HI HI HI HI
"Usne unfollow kar diya, ab kya karein",hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
aap tuition mein bahut achha hai,hindi_matrix_english_np,0.167,2,HI EN HI HI HI HI
Isko review karna hai subah subah,hindi_matrix_english_verb,0.167,2,HI EN HI HI HI HI
main yeh cancel karna chahta hoon,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
"The project was optional , waise",tag_switching,0.167,1,EN EN EN EN EN HI
Google Drive pe 5 PM par milte hain,numerical_entity,0.500,3,EN EN HI EN EN HI HI HI
Yeh finalize karna zaroori hai,hindi_matrix_english_verb,0.200,2,HI EN HI HI HI
this Sunday ko 3 PM se 10:30 AM wala slot available hai,numerical_entity,0.500,5,EN EN HI EN EN HI EN EN HI HI HI HI
"sun na , I think the follow-up is quick",tag_switching,0.222,1,HI HI EN EN EN EN EN EN EN
"suno , I think the proposal is random",tag_switching,0.125,1,HI EN EN EN EN EN EN EN
"ek kaam karo , main yeh pull request finish kar dunga",tag_switching,0.455,2,HI HI HI EN EN EN EN EN HI HI HI
"The cafe was random , haan",tag_switching,0.167,1,EN EN EN EN EN HI
Please yeh follow mat karo baad mein,hindi_matrix_english_verb,0.143,2,HI HI EN HI HI HI HI
Next Saturday ko interview hai,numerical_entity,0.400,3,EN EN HI EN HI
Tera like kaafi viral ho gaya,hindi_matrix_english_np,0.333,4,HI EN HI EN HI HI
main pehle send karke aata hoon,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
Is college ke liye bilkul taiyar nahi hoon,hindi_matrix_english_np,0.125,2,HI EN HI HI HI HI HI HI
main Notion pe 3 PM available hoon,numerical_entity,0.429,4,HI EN HI EN EN HI HI
Mera meeting abhi bhi pending hai,hindi_matrix_english_np,0.167,2,HI EN HI HI HI HI
Next next Monday ko interview hai,numerical_entity,0.333,3,EN EN EN HI EN HI
meri friend dessert lena bhool gaya,hindi_matrix_english_np,0.167,2,HI HI EN HI HI HI
Please yeh download mat karo kal,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
"ek kaam karo , this presentation needs to be escalate parso",tag_switching,0.364,2,HI HI HI EN EN EN EN EN EN EN HI
Yeh submit karna zaroori hai,hindi_matrix_english_verb,0.200,2,HI EN HI HI HI
April 1 tak payment kar dena,numerical_entity,0.333,1,EN EN HI HI HI HI
"suno , I think the code review is simple",tag_switching,0.111,1,HI EN EN EN EN EN EN EN EN
Kal 2:30 PM baje call hai,numerical_entity,0.500,4,HI EN EN HI EN HI
"haan , the feedback is long",tag_switching,0.167,1,HI EN EN EN EN EN
main team standup pe kaam kar raha hoon,hindi_matrix_english_np,0.250,2,HI EN EN HI HI HI HI HI
Yeh reel zyada good tha,hindi_matrix_english_np,0.400,4,HI EN HI EN HI
Isko google karna hai baad mein,hindi_matrix_english_verb,0.167,2,HI EN HI HI HI HI
"Pehle like karo, phir baat karte hain",hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
Yeh song ka kya plan hai,hindi_matrix_english_np,0.167,2,HI EN HI HI HI HI
Aaj raat chat ka plan kya hai,hindi_matrix_english_np,0.143,2,HI HI EN HI HI HI HI
Aaj ka Instagram wala timeline baad mein shift ho gaya,numerical_entity,0.200,4,HI HI EN HI EN HI HI HI HI HI
Kal 4:30 PM baje call hai,numerical_entity,0.500,4,HI EN EN HI EN HI
"arre , can you order this abhi ?",tag_switching,0.250,3,HI EN EN EN EN EN HI EN
"main stream karta hoon, tum dekho",hindi_matrix_english_verb,0.167,2,HI EN HI HI HI HI
"arre , let's just finalize it abhi",tag_switching,0.286,2,HI EN EN EN EN EN HI
Is Thursday ko chhutti hai kya,numerical_entity,0.167,2,HI EN HI HI HI HI
"theek hai , main yeh semester finish kar dunga",tag_switching,0.444,2,HI HI EN EN EN EN HI HI HI
Yeh concert bahut good tha,hindi_matrix_english_np,0.400,4,HI EN HI EN HI
main review dekha kya,hindi_matrix_english_np,0.250,2,HI EN HI HI
"dekho , main yeh meeting finish kar dunga",tag_switching,0.500,2,HI EN EN EN EN HI HI HI
Aaj ka proposal bahut lamba tha,hindi_matrix_english_np,0.167,2,HI HI EN HI HI HI
1st tak payment kar dena,numerical_entity,0.200,1,EN HI HI HI HI
"dekho , main yeh break finish kar dunga",tag_switching,0.500,2,HI EN EN EN EN HI HI HI
Kal 5 PM baje call hai,numerical_entity,0.500,4,HI EN EN HI EN HI
main khud check kar lunga,hindi_matrix_english_verb,0.200,2,HI HI EN HI HI
Yeh post karna itna mushkil nahi hai,hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
main pehle order karke aata hoon,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
Kya tum handle kar sakte ho,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
team standup Monday ko 5 PM par hai,numerical_entity,0.375,3,EN EN EN HI EN EN HI HI
Mera lecture khatam ho gaya,hindi_matrix_english_np,0.200,2,HI EN HI HI HI
tum meme lena bhool gaya,hindi_matrix_english_np,0.200,2,HI EN HI HI HI
Please yeh like mat karo aaj,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
Yeh upload karna itna mushkil nahi hai,hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
Friday evening ko 4:30 PM se 3 PM wala slot available hai,numerical_entity,0.500,5,EN EN HI EN EN HI EN EN HI HI HI HI
next Monday ko 5 PM tak submit karna hai,numerical_entity,0.444,3,EN EN HI EN EN HI HI HI HI
Yeh deployment ka kya plan hai,hindi_matrix_english_np,0.167,2,HI EN HI HI HI HI
"suno , can you like this aaj ?",tag_switching,0.250,3,HI EN EN EN EN EN HI EN
budget Monday ko 4 PM par hai,numerical_entity,0.429,3,EN EN HI EN EN HI HI
Yeh series kaafi good tha,hindi_matrix_english_np,0.400,4,HI EN HI EN HI
Aaj ka Google Drive wala one-on-one aaj shift ho gaya,numerical_entity,0.300,4,HI HI EN EN HI EN HI HI HI HI
"dekho , I think the roadmap is serious",tag_switching,0.125,1,HI EN EN EN EN EN EN EN
"Honestly, main yeh API se thak gaya hoon",tag_switching,0.250,3,EN HI HI EN HI HI HI HI
Zoom pe 4 PM par milte hain,numerical_entity,0.429,3,EN HI EN EN HI HI HI
hum internship mein bahut achha hai,hindi_matrix_english_np,0.167,2,HI EN HI HI HI HI
yeh Instagram wala review parso tha,numerical_entity,0.333,4,HI EN HI EN HI HI
"toh , the meal prep is interesting",tag_switching,0.143,1,HI EN EN EN EN EN EN
Please yeh order mat karo pehle,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
"Usne comment kar diya, ab kya karein",hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
main movie dekha kya,hindi_matrix_english_np,0.250,2,HI EN HI HI
"Honestly, main yeh break se thak gaya hoon",tag_switching,0.250,3,EN HI HI EN HI HI HI HI
"bata na , the cheat day is quick",tag_switching,0.250,1,HI HI EN EN EN EN EN EN
Kya tum install kar sakte ho,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
Yeh gym bahut slow lag raha hai,hindi_matrix_english_np,0.286,4,HI EN HI EN HI HI HI
Isko call karna hai abhi,hindi_matrix_english_verb,0.200,2,HI EN HI HI HI
main pehle update karke aata hoon,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
Kal ka timeline aaj hai,hindi_matrix_english_np,0.200,2,HI HI EN HI HI
Mera phone khatam ho gaya,hindi_matrix_english_np,0.200,2,HI EN HI HI HI
"Usne comment kar diya, ab kya karein",hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
Yeh review karna zaroori hai,hindi_matrix_english_verb,0.200,2,HI EN HI HI HI
"Honestly, main yeh email se thak gaya hoon",tag_switching,0.250,3,EN HI HI EN HI HI HI HI
main yeh google karna chahta hoon,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
Yeh search karna itna mushkil nahi hai,hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
"Honestly, main yeh like se thak gaya hoon",tag_switching,0.250,3,EN HI HI EN HI HI HI HI
"The menu was terrible , matlab",tag_switching,0.167,1,EN EN EN EN EN HI
Mera tuition parso hai,hindi_matrix_english_np,0.250,2,HI EN HI HI
15th tak payment kar dena,numerical_entity,0.200,1,EN HI HI HI HI
end of month tak payment kar dena,numerical_entity,0.429,1,EN EN EN HI HI HI HI
"Usne save kar diya, ab kya karein",hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
